item_id,post_url,post_uri,post_cid,author_handle,author_did,post_datetime,text,post_type,parent_post_uri,root_post_uri,language,like_count,repost_count,reply_count,quote_count,collector,collection_datetime,search_term_or_method_that_surfaced_it,Has_image,detected_language,engagement_as_of_datetime,enrichment_status,Has_relevant_replies,Seems_relevant_to_collector,source_item_id,snowball_depth,snowball_edge_type
194,https://bsky.app/profile/kylepdm.bsky.social/post/3mczvnf54o22w,at://did:plc:k467o7iemu67iooxdzcfko3j/app.bsky.feed.post/3mczvnf54o22w,bafyreidlzt5luzdlnxpmuxv4ojhyp5i4ltkywqb2mkylymuzxougtpcmt4,kylepdm.bsky.social,did:plc:k467o7iemu67iooxdzcfko3j,2026-01-22T19:18:09.553Z,@stechlab-labels.bsky.social For those interested,reply,at://did:plc:bnmgovt23be6evgii6ecue72/app.bsky.feed.post/3mczv2cr3bk2c,at://did:plc:ccrabc6xdnjx4l7btvynnng4/app.bsky.feed.post/3mczuxjvl3k2x,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
195,https://bsky.app/profile/zeldman.bsky.social/post/3mcwqxhuqbs2c,at://did:plc:pgjpl4opnmqxxpb74n4vuabv/app.bsky.feed.post/3mcwqxhuqbs2c,bafyreignqixjt43pruhgabbj2jmcmen33rr3ivsgqwojp2n4n6gsm6yh7q,zeldman.bsky.social,did:plc:pgjpl4opnmqxxpb74n4vuabv,2026-01-21T13:16:20.043Z,"@stechlab-labels.bsky.social Friendly bug report: Erroneous label applied to my account. Says I changed my profile 5X+ yesterday, whereas I didn’t change my profile yesterday even once! Tried to share with you discreetly, but “submit appeal” function also isn’t working. (Screenshot.) More in ALT.",post,,,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
196,https://bsky.app/profile/raulmv.bsky.es/post/3mcvbudyolc2g,at://did:plc:is5q7ahfhl52yajkzfrujxpt/app.bsky.feed.post/3mcvbudyolc2g,bafyreihocbrij2pn6p4k7xro76hglau2tngwwlmdcigw4gpwvyafchd7ry,raulmv.bsky.es,did:plc:is5q7ahfhl52yajkzfrujxpt,2026-01-20T23:13:29.447Z,Y también os recomiendo esta @stechlab-labels.bsky.social estas 2 etiquetas chivan todos los cambios y tal 🙌,reply,at://did:plc:is5q7ahfhl52yajkzfrujxpt/app.bsky.feed.post/3mcvbrykjnk2g,at://did:plc:xbh5ctj2cdybnb5s423c2kjm/app.bsky.feed.post/3mcu2rdzifc2e,es,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,es,2026-06-26T14:06:34.776511+00:00,ok,,,,,
197,https://bsky.app/profile/mudfire4.cryptid.expert/post/3mcval4mdsc2v,at://did:plc:lkn7rmrm2hckgeo3odz7ahio/app.bsky.feed.post/3mcval4mdsc2v,bafyreigjtnfilpcalt7ai3vamgpyx6pq6etfottyn64hzkontb257m5jym,mudfire4.cryptid.expert,did:plc:lkn7rmrm2hckgeo3odz7ahio,2026-01-20T22:50:25.971Z,It’s @stechlab-labels.bsky.social !,reply,at://did:plc:qm3qnneqz66odimndtmazefs/app.bsky.feed.post/3mcuqnljjnc2b,at://did:plc:i5mvo22kcxsmqn6e3lgjbfnf/app.bsky.feed.post/3mctcu34plc22,en,3,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
198,https://bsky.app/profile/ufokiyo.space/post/3mcsylrmyjs22,at://did:plc:3svatvwo2rfbszv5n2y6hksd/app.bsky.feed.post/3mcsylrmyjs22,bafyreiatanc3vfdq424cpfx2bqfsntdnvlxc3ndrjcz6dsubofmghgjkee,ufokiyo.space,did:plc:3svatvwo2rfbszv5n2y6hksd,2026-01-20T01:22:18.604Z,"Actually, I should probably link it so others can subscribe to it. It helps a lot in filtering out bots, suspicious accounts and accounts doing follow for follow (then unfollowing after).

It's @stechlab-labels.bsky.social. You just need to subscribe to it to start seeing the labels on accounts.",quote,,,en,16,3,4,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
199,https://bsky.app/profile/bigender-tomboy.bsky.social/post/3mcsgsxopks2z,at://did:plc:nwpjupl6vd75ybbdo7m26l4x/app.bsky.feed.post/3mcsgsxopks2z,bafyreifiut4662l5ellyzf4k247ar2553h2fl6k7mmkftkey7pumb4rpuq,bigender-tomboy.bsky.social,did:plc:nwpjupl6vd75ybbdo7m26l4x,2026-01-19T20:04:12.479Z,"@stechlab-labels.bsky.social I'm new to the style of social media by #BlueSky; as a result, I was really trying to figure out how best to organize and present my profile. So I was hoping that since the submission box has refused every submission of mine, you could remove the badge off my profile.",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
200,https://bsky.app/profile/ducugavril.nafoforum.org/post/3mcpjdl3ie22c,at://did:plc:w4sp23lb6nuq6favabnuehxe/app.bsky.feed.post/3mcpjdl3ie22c,bafyreig5jrxk3srrg2zjvpubiej72au437ilpiihly3ctamdwwhbktezby,ducugavril.nafoforum.org,did:plc:w4sp23lb6nuq6favabnuehxe,2026-01-18T16:11:17.960Z,"Lots of false positives with this labeler, especially on ""changed username"". It doesn't work right or worse, it's malicious.

@stechlab-labels.bsky.social",post,,,en,9,3,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
201,https://bsky.app/profile/bnewbold.net/post/3mcj4ha6cpk2t,at://did:plc:44ybard66vv44zksje25o7dz/app.bsky.feed.post/3mcj4ha6cpk2t,bafyreia4rwkx4i34pmdeehduefbjs6c6g5o55ubbedcpgd7cabdngcfxnu,bnewbold.net,did:plc:44ybard66vv44zksje25o7dz,2026-01-16T03:04:43.662Z,"a couple months in, I think @stechlab-labels.bsky.social found a sweet spot as an automated labeler.

I think having the criteria in the label name and having time limited labels are both part of the success in that niche (very district from high-context manual moderation)",post,,,en,28,3,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
202,https://bsky.app/profile/ohwell561.bsky.social/post/3mci573lne22y,at://did:plc:sl3mhtzliea63ua5uvxyaup3/app.bsky.feed.post/3mci573lne22y,bafyreig3grcxsy27h7huf5rmbdlyor7nooeyqiz5f3wtf6ssdd73kkpyfy,ohwell561.bsky.social,did:plc:sl3mhtzliea63ua5uvxyaup3,2026-01-15T17:45:24.425Z,@stechlab-labels.bsky.social is how I can see the unfollows.,reply,at://did:plc:sl3mhtzliea63ua5uvxyaup3/app.bsky.feed.post/3mci54ybsis2y,at://did:plc:yo3scd6dsqwipvtjp5ua2cyi/app.bsky.feed.post/3mci4wv7z722b,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
203,https://bsky.app/profile/bearden64.bsky.social/post/3mchvqp6aes24,at://did:plc:ay6qhdgnx4huyni5llqva5xs/app.bsky.feed.post/3mchvqp6aes24,bafyreiclf3iuc5z2zsm36osvitvehnbayi5dhlsxfgn5v3bf4ltnn2v7ve,bearden64.bsky.social,did:plc:ay6qhdgnx4huyni5llqva5xs,2026-01-15T15:32:05.440Z,And won’t let me submit an appeal! @stechlab-labels.bsky.social,post,,,en,11,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
204,https://bsky.app/profile/pocoyomiya.bsky.social/post/3mcbr4ghmis22,at://did:plc:eg3lo32oe4xm6e7xsn4jesd7/app.bsky.feed.post/3mcbr4ghmis22,bafyreihv5paclorzkkcgopstdnis5xq5gnp2qwbvmifae6zd2cfy33f4yy,pocoyomiya.bsky.social,did:plc:eg3lo32oe4xm6e7xsn4jesd7,2026-01-13T04:53:11.831Z,"Blueskyであやしいアカウントを検知するためのサードパーティ製のラベルを適用させたら私自身がプロフィールを頻繁に変えすぎという理由で警告ラベルついててオモロい
私昨日10回以上プロフ変えたらしい
https://bsky.app/profile/stechlab-labels.bsky.social",post,,,ja,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,ja,2026-06-26T14:06:34.776511+00:00,ok,,,,,
205,https://bsky.app/profile/orpach.neocities.org/post/3mc6iszqjq22m,at://did:plc:bfp7n6e2rpr3yo7gpqdr2tfw/app.bsky.feed.post/3mc6iszqjq22m,bafyreifcaf2btqeto7mlppck5dx4ovqpk3vyiv5xwigpe5bmavz552phjy,orpach.neocities.org,did:plc:bfp7n6e2rpr3yo7gpqdr2tfw,2026-01-11T21:46:47.353Z,"There's a wide variety of posters on here.
As of yet, there's no real monoculture about it.

I like the badges from @stechlab-labels.bsky.social and @joined-labeler.shatteredsky.net to give me hints about what kind of account I'm looking at posts from.",reply,at://did:plc:vmhrtckqi7ghdoqhf3lgvm4y/app.bsky.feed.post/3mc6fbug3h22n,at://did:plc:vmhrtckqi7ghdoqhf3lgvm4y/app.bsky.feed.post/3mc6fbug3h22n,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
206,https://bsky.app/profile/camisnew.bsky.social/post/3mc5ytobv2u2c,at://did:plc:c6mys32olnpp2ruzmsb3hn5v/app.bsky.feed.post/3mc5ytobv2u2c,bafyreieznbhajm4sbmdafowzj6e3tnipfxtmfthkrvvdygmj5mrugdx6iu,camisnew.bsky.social,did:plc:c6mys32olnpp2ruzmsb3hn5v,2026-01-11T17:00:49.022Z,Boa! Tu já tem ideia de como cria a conta de labeler tipo @stechlab-labels.bsky.social?,reply,at://did:plc:7kl4bmgpf5gqczawbyyaedcx/app.bsky.feed.post/3mc5yic7iks2r,at://did:plc:bpg7gzwp7vp4vp2ktwuaq3uh/app.bsky.feed.post/3mc5tt77zb222,pt,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,pt,2026-06-26T14:06:34.776511+00:00,ok,,,,,
207,https://bsky.app/profile/camisnew.bsky.social/post/3mc5wnx4fdk2c,at://did:plc:c6mys32olnpp2ruzmsb3hn5v/app.bsky.feed.post/3mc5wnx4fdk2c,bafyreianmy6mzrkvowunxrdyimb4afiffsmzjuog3gy5wgsyh35evo6yii,camisnew.bsky.social,did:plc:c6mys32olnpp2ruzmsb3hn5v,2026-01-11T16:21:49.468Z,"Tem que habilitar pelo domínio que mencionei que é @social mesmo oh @stechlab-labels.bsky.social

Agora só tem que pesquisar como a Cornell Tech fez isso :v",reply,at://did:plc:bpg7gzwp7vp4vp2ktwuaq3uh/app.bsky.feed.post/3mc5wdmjsos22,at://did:plc:bpg7gzwp7vp4vp2ktwuaq3uh/app.bsky.feed.post/3mc5tt77zb222,pt,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,pt,2026-06-26T14:06:34.776511+00:00,ok,,,,,
208,https://bsky.app/profile/mykl.sparkle.blue/post/3mc3dcqv5is2d,at://did:plc:o7e3fa77monkr6ctx5hk4hct/app.bsky.feed.post/3mc3dcqv5is2d,bafyreidaq4m3t4kh2qqvcevkl3b36afxxvendemd4t7lhzesl74uskjxvi,mykl.sparkle.blue,did:plc:o7e3fa77monkr6ctx5hk4hct,2026-01-10T15:30:13.257Z,"Oh no, I’m a poaster

Thanks to @stechlab-labels.bsky.social for ruining my day",post,,,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
209,https://bsky.app/profile/heysita.bsky.social/post/3mbziycopmk2w,at://did:plc:rmiqp7mnwkqgtsc6mycdricg/app.bsky.feed.post/3mbziycopmk2w,bafyreidi5gkiiabqrj2izg77hbqgn6fj6pgublugh7allfgyjs5ffijoxm,heysita.bsky.social,did:plc:rmiqp7mnwkqgtsc6mycdricg,2026-01-09T22:06:25.808Z,"For any1  trying to change their settings after being alarmed about activity info being available - that wont work 

It's a label feature/research project  from Cornell Tech that users have to subscribe to in order to see other's account information. You can read more at @stechlab-labels.bsky.social",post,,,en,2,1,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
210,https://bsky.app/profile/heysita.bsky.social/post/3mbzipz4m622w,at://did:plc:rmiqp7mnwkqgtsc6mycdricg/app.bsky.feed.post/3mbzipz4m622w,bafyreib3h2zakwor5fklev356d2ufgghck4s7gbylppyk44sz2u75kohjq,heysita.bsky.social,did:plc:rmiqp7mnwkqgtsc6mycdricg,2026-01-09T22:01:47.341Z,"It's not in settings, it's a label feature from Cornell Tech that users have to subscribe to in order to see other's account information. You can find it at @stechlab-labels.bsky.social",quote,,,en,2,1,0,3,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
211,https://bsky.app/profile/oldsquida.bsky.social/post/3mbywcsz2s222,at://did:plc:wpe5wcj7y3hfv3huorblcage/app.bsky.feed.post/3mbywcsz2s222,bafyreihac7yfqi4l2oem3wewxq6go6nq7jxn3kipeh5a7nvt6jw6y33esy,oldsquida.bsky.social,did:plc:wpe5wcj7y3hfv3huorblcage,2026-01-09T16:32:17.371Z,i really like this new labeler @stechlab-labels.bsky.social,post,,,en,10,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
212,https://bsky.app/profile/jaybrandstetter.bsky.social/post/3mbyn73vmfk23,at://did:plc:aicigvm6dly54jt4yqkwi4bw/app.bsky.feed.post/3mbyn73vmfk23,bafyreihrzjhecesvygikcv2frn7wauaxn6lhlm2ilk4n2hk3sb2ujbksmu,jaybrandstetter.bsky.social,did:plc:aicigvm6dly54jt4yqkwi4bw,2026-01-09T13:49:08.806Z,"Gotta recommend @stechlab-labels.bsky.social , it's such a reliable value-neutral way of immediately telling who to ignore when you're reading replies",post,,,en,62,11,1,1,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
213,https://bsky.app/profile/shimaira.com/post/3mbxvzihm7k2i,at://did:plc:6assmjwnz6wlhuqouwvqziz4/app.bsky.feed.post/3mbxvzihm7k2i,bafyreigzs4gatac6roxtwgvllpta3lyxwoapzfg4d6vjaoauhogy6fp3nq,shimaira.com,did:plc:6assmjwnz6wlhuqouwvqziz4,2026-01-09T06:54:24.590Z,The label: @stechlab-labels.bsky.social,reply,at://did:plc:6assmjwnz6wlhuqouwvqziz4/app.bsky.feed.post/3mbxvxi65ds2i,at://did:plc:6assmjwnz6wlhuqouwvqziz4/app.bsky.feed.post/3mbxvxi65ds2i,en,3,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
214,https://bsky.app/profile/chrisjensenj.bsky.social/post/3mbxmkidl7c2u,at://did:plc:bfgo5pshua5l6zknoitrqy2e/app.bsky.feed.post/3mbxmkidl7c2u,bafyreici3uq5dilgggwsyagiuwolcv7nqo77bg7naeeozlxc7nk3fnmlyq,chrisjensenj.bsky.social,did:plc:bfgo5pshua5l6zknoitrqy2e,2026-01-09T04:04:57.461Z,@stechlab-labels.bsky.social labels + @infinitescream.bsky.social is so 2026,post,,,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
215,https://bsky.app/profile/jeffunderscore.com/post/3mbxizxpo4i2i,at://did:plc:fwml5hraptiktskrmsxgppug/app.bsky.feed.post/3mbxizxpo4i2i,bafyreidv5oszx4mmmcemz3i3xu2zip3sba7ndg3bsywxgmlpj6o5lcsira,jeffunderscore.com,did:plc:fwml5hraptiktskrmsxgppug,2026-01-09T03:02:01.936Z,@stechlab-labels.bsky.social,reply,at://did:plc:g4woxmzf4tmtaxuubj2aos62/app.bsky.feed.post/3mbxh3ljy5s2q,at://did:plc:g4woxmzf4tmtaxuubj2aos62/app.bsky.feed.post/3mbxgsmwmr22q,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
216,https://bsky.app/profile/akod.bsky.social/post/3mbx6y6aqms2k,at://did:plc:3zikshuogf27oc7phk7z4pa4/app.bsky.feed.post/3mbx6y6aqms2k,bafyreigz2ktpov3xtyyhvlj4sss2synrzitx6oxlj3i5nn7fyi6pxy4xqa,akod.bsky.social,did:plc:3zikshuogf27oc7phk7z4pa4,2026-01-09T00:02:04.246Z,So I recently found out about @stechlab-labels.bsky.social and I feel low-key called out by some of these labels. LMAO,post,,,"es,en",1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,True,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
217,https://bsky.app/profile/del.winters.rodeo/post/3mbws6ufu5k2m,at://did:plc:gq5kznnsbf7jcb3a7jb7cpgp/app.bsky.feed.post/3mbws6ufu5k2m,bafyreighkcemrt6lsikqzih3qyos5ozligd2dhlarlpvkz3hxzo5cifela,del.winters.rodeo,did:plc:gq5kznnsbf7jcb3a7jb7cpgp,2026-01-08T20:13:10.175Z,It’s the @stechlab-labels.bsky.social link in the comment you replied to,reply,at://did:plc:w4mb2h6e2ahr4sjwdl6cribh/app.bsky.feed.post/3mbwry4mhik2u,at://did:plc:s6yp6jam5og3tftozaw7pjth/app.bsky.feed.post/3mbwp25pm4c26,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
218,https://bsky.app/profile/del.winters.rodeo/post/3mbwqg2simc2m,at://did:plc:gq5kznnsbf7jcb3a7jb7cpgp/app.bsky.feed.post/3mbwqg2simc2m,bafyreibyjvh3r5huqccenmrefjczs5gj4sp2as2e5ezolcs4u6tzxvqdoq,del.winters.rodeo,did:plc:gq5kznnsbf7jcb3a7jb7cpgp,2026-01-08T19:41:24.285Z,Subscribing to a labeler like @stechlab-labels.bsky.social and keeping them all on show badge can also be useful for identifying behavior patterns indicative of bot or troll accounts,reply,at://did:plc:xloiyfjseos3wdsglsq536oa/app.bsky.feed.post/3mbwpfcaus22y,at://did:plc:s6yp6jam5og3tftozaw7pjth/app.bsky.feed.post/3mbwp25pm4c26,en,2,0,2,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
219,https://bsky.app/profile/senatornyxen.bsky.social/post/3mbwd3akir22o,at://did:plc:v2algerallxwir66tkm4rtln/app.bsky.feed.post/3mbwd3akir22o,bafyreiewopvjqbbjy3mrg4ipyulbvftzqnu4tzwsoz6lnf3umw3fcgrbbu,senatornyxen.bsky.social,did:plc:v2algerallxwir66tkm4rtln,2026-01-08T15:42:42.568Z,"@stechlab-labels.bsky.social I love the idea, but it would helpful if there was an option to disable them on verified accounts and/or accounts I follow.",post,,,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
220,https://bsky.app/profile/furioursus.dev/post/3mbtxmzfpd225,at://did:plc:yjpusf2kbwemp7bo3yofihu3/app.bsky.feed.post/3mbtxmzfpd225,bafyreif3ch2ydrgkeurdgkk4wglbomup5r4qqaeig3f463yq3obf4mhcam,furioursus.dev,did:plc:yjpusf2kbwemp7bo3yofihu3,2026-01-07T17:12:34.675Z,"Gotta say, i’m liking a lot of the labels on @stechlab-labels.bsky.social. Specifically the mass following/unfollowing indicators are a great datapoint for determining whether or not an account is engaging topics in earnest or is just engagement farming and can be blocked without reservations.",post,,,en,3,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
221,https://bsky.app/profile/cornplateur.bsky.social/post/3mbt7joeeqs2a,at://did:plc:lmajktgknxlgbcf3ldseavqs/app.bsky.feed.post/3mbt7joeeqs2a,bafyreigz65xneoalhc65ctjah7k46uyfuemovzds7xfgrrdk47uabusmjq,cornplateur.bsky.social,did:plc:lmajktgknxlgbcf3ldseavqs,2026-01-07T10:01:12.631Z,"this is the labeller that i got from carbon's reposts if you need to subscribe:

@stechlab-labels.bsky.social",reply,at://did:plc:lmajktgknxlgbcf3ldseavqs/app.bsky.feed.post/3mbt7egchy22a,at://did:plc:lmajktgknxlgbcf3ldseavqs/app.bsky.feed.post/3mbt743kfok2a,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
222,https://bsky.app/profile/ichris.bsky.social/post/3mbrr7wd5cs2r,at://did:plc:duarqnv277snl27e4yv5b564/app.bsky.feed.post/3mbrr7wd5cs2r,bafyreib5p3gdk5vgmk7xkyboefnw4j5qnlwckfmmakncdkszrdj5a3oqay,ichris.bsky.social,did:plc:duarqnv277snl27e4yv5b564,2026-01-06T20:12:33.312Z,"This is a helpful account to enable: @stechlab-labels.bsky.social. It can help you identify accounts on Bluesky that might be doing things just for engagement / farming / social media abusive type stuff.

It just throws a label on their posts. It doesn't block them or anything. So you can decide.",post,,,en,5,2,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
223,https://bsky.app/profile/exentio.sexy/post/3mbrn6gvtvc2s,at://did:plc:gan3ycbgo4qmh3mevps7ovfc/app.bsky.feed.post/3mbrn6gvtvc2s,bafyreiff63bsvxlzcmkrm2n3i5ss5jtllg6ayvmy6nmo5zkuih2kve6iry,exentio.sexy,did:plc:gan3ycbgo4qmh3mevps7ovfc,2026-01-06T19:00:08.624Z,"It's @stechlab-labels.bsky.social, and together with some labels by @labeler.hailey.at it gives insights that can be related to an account doing something suspicious and possibly related to engagement hacking. Not all the labels are that useful, though, it's worth picking the right ones",reply,at://did:plc:3svatvwo2rfbszv5n2y6hksd/app.bsky.feed.post/3mbrkc654ak2k,at://did:plc:ld2ctjerlc7vgnvxwsjrgais/app.bsky.feed.post/3mb5gq2tixc2w,en,1,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
224,https://bsky.app/profile/chaunceyyaunders.bsky.social/post/3mbrlrgsfxs2a,at://did:plc:a43xa65mewc2rweozzb2tlyv/app.bsky.feed.post/3mbrlrgsfxs2a,bafyreieel6sre2q7zfgri2cbxccgtsl5vwbzndz6xhjbfwsqmfgm6hbgyy,chaunceyyaunders.bsky.social,did:plc:a43xa65mewc2rweozzb2tlyv,2026-01-06T18:34:58.564Z,ive been enjoying @stechlab-labels.bsky.social‬ lately,reply,at://did:plc:apztdp7vgoxad2dmxgmw7spq/app.bsky.feed.post/3mbrlctsumc2k,at://did:plc:apztdp7vgoxad2dmxgmw7spq/app.bsky.feed.post/3mbrlctsumc2k,en,1,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
225,https://bsky.app/profile/sesquiotic.bsky.social/post/3mbraobng2c2p,at://did:plc:mzhrncelvcicnuvszvlkbfnb/app.bsky.feed.post/3mbraobng2c2p,bafyreibhkyajg2xqg6xb644czy2d7fzwdag4jzkrxffrsnj4hwxf63hkza,sesquiotic.bsky.social,did:plc:mzhrncelvcicnuvszvlkbfnb,2026-01-06T15:16:21.334Z,These ones are from ‪@stechlab-labels.bsky.social‬,reply,at://did:plc:5acr4hyvrpxy6vzdwpodroct/app.bsky.feed.post/3mbracmwb422r,at://did:plc:mzhrncelvcicnuvszvlkbfnb/app.bsky.feed.post/3mbr6abyedk2p,en,0,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
226,https://bsky.app/profile/kernowshark.bsky.social/post/3mbpy4bajok2g,at://did:plc:6eca6lqfwxjozzsw54x5dkii/app.bsky.feed.post/3mbpy4bajok2g,bafyreifr67dmf4o33nfjuw3gjtjyjfj6tzqnt7hj4pqcvlfitzuslr3wre,kernowshark.bsky.social,did:plc:6eca6lqfwxjozzsw54x5dkii,2026-01-06T03:10:27.258Z,"It's stechlab-labels.bsky.social

I mostly subscribed to it to complain about it then never got round to removing it again lol",reply,at://did:plc:6eca6lqfwxjozzsw54x5dkii/app.bsky.feed.post/3mbpxzehfxk2g,at://did:plc:cfaqiryvp2b55j5pwpny7cmn/app.bsky.feed.post/3m5mhhkr57c26,en,2,0,0,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
227,https://bsky.app/profile/klara5.myatproto.social/post/3mbpqv7ce7s2w,at://did:plc:4kuug2gbzmmebdsfz3jbzikw/app.bsky.feed.post/3mbpqv7ce7s2w,bafyreiezo2qrxg6r2xixik46l3mwynroapwmvfmimq3it3ieh4x5lurl7i,klara5.myatproto.social,did:plc:4kuug2gbzmmebdsfz3jbzikw,2026-01-06T01:01:14.147Z,Have you seen @stechlab-labels.bsky.social?,reply,at://did:plc:xnfsrtf5kc2o5ow2qtitiqwn/app.bsky.feed.post/3mbpqrtfa7s2k,at://did:plc:xnfsrtf5kc2o5ow2qtitiqwn/app.bsky.feed.post/3mbpqrtfa7s2k,en,2,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,unknown,2026-06-26T14:06:34.776511+00:00,ok,,,,,
228,https://bsky.app/profile/mathiastck.bsky.social/post/3mbpoukwnf22e,at://did:plc:erghuqe7q3xy5c664tguw7gf/app.bsky.feed.post/3mbpoukwnf22e,bafyreidr5zm522zbjw4ph5mpxq2mtzdltx2scgukhxf5jrinl4bunfdzru,mathiastck.bsky.social,did:plc:erghuqe7q3xy5c664tguw7gf,2026-01-06T00:25:05.306Z,"I am trying @stechlab-labels.bsky.social as a labeler, found here:

bsky.app/profile/chad...

@murderbotbot.bsky.social it says you didn't take a break from bsky longer than 4 hours yesterday.",reply,at://did:plc:y3hizcx623cxspo6qpuxah7k/app.bsky.feed.post/3mbpmw2cker2c,at://did:plc:vtpyqvwce4x6gpa5dcizqecy/app.bsky.feed.post/3mbp4m2a5sd2f,en,0,0,1,0,official mention,2026-06-26T14:05:00.228985+00:00,stechlab-labels.bsky.social,False,en,2026-06-26T14:06:34.776511+00:00,ok,,,,,
